timestamp,cpu.%usr,cpu.%nice,cpu.%sys,cpu.%iowait,cpu.%steal,cpu.%irq,cpu.%soft,cpu.%guest,cpu.%gnice,cpu.%idle,task.proc/s,task.cswch/s,intr.intr/s,swap.pswpin/s,swap.pswpout/s,paging.pgpgin/s,paging.pgpgout/s,paging.fault/s,paging.majflt/s,paging.pgfree/s,paging.pgscank/s,paging.pgscand/s,paging.pgsteal/s,paging.%vmeff,io.tps,io.rtps,io.wtps,io.bread/s,io.bwrtn/s,memory.kbmemfree,memory.kbavail,memory.kbmemused,memory.%memused,memory.kbbuffers,memory.kbcached,memory.kbcommit,memory.%commit,memory.kbactive,memory.kbinact,memory.kbdirty,memory.kbanonpg,memory.kbslab,memory.kbkstack,memory.kbpgtbl,memory.kbvmused,swap.kbswpfree,swap.kbswpused,swap.%swpused,swap.kbswpcad,swap.%swpcad,load.runq-sz,load.plist-sz,load.ldavg-1,load.ldavg-5,load.ldavg-15,load.blocked,disk.tps,disk.rd_sec/s,disk.wr_sec/s,disk.avgrq-sz,disk.avgqu-sz,disk.await,disk.svctm,disk.%util,network.rxpck/s,network.txpck/s,network.rxkB/s,network.txkB/s,network.rxcmp/s,network.txcmp/s,network.rxmcst/s,network.%ifutil
54.88135039273247,53.6177494703452,0.0,6.560486720992564,0.5,0.02,0.0,0.0,0.0,0.0,37.72689326657602,2.2,91.01313871334668,38.978642278711874,0.0,0.0,0.8,47.65403405180947,42.2758693030776,0.0,77.3651309078725,0.0,0.0,0.0,0.0,90.78256449513592,0.2,7.765712692326643,0.0,24.778175672116976,77,0,62,69.5075627221836,57,0,14253280,114.39,87,60,69,31,8,24,92,30304,0,0,0.0,0,0.0,16,36,30.566194190549222,62.72986002686507,5.145716805952549,1,75.17524467376306,1.6,39.14276721255363,70.9769025805029,85.23,20.64374919784633,2.7843279861490267,31.46405902299496,2.6,2.4,0.0,0.03,0.0,0.0,0.0,0.0
71.51893663724195,68.13925106038378,0.0,85.6276179622782,0.8,0.03,0.0,0.03,0.0,0.0,92.60265066284805,0.0,53.44320281653596,58.42914960054944,0.0,0.0,0.0,17.307226036346833,10.47744042491886,0.0,84.58886469133242,0.0,0.0,0.0,0.0,45.18468315175907,0.0,28.77463221161809,1.6,50.75564988529657,30,0,72,44.10013461357713,72,1,17626088,114.95,91,81,33,36,77,59,24,30304,0,0,0.0,0,0.0,11,30,29.869784518373176,88.2229982128411,18.91511169716894,5,96.78091435681372,1.6,86.40664268449729,0.9107770644216973,0.03,69.37704137861034,53.32003173047277,41.17955765386301,2.2,2.4,0.09,0.07,0.0,0.0,0.0,0.0
60.276337607164386,27.759609773176606,0.0,16.212026070883322,0.13,0.02,0.0,0.0,0.0,0.0,81.80772251738613,21.2,1.5676116049913924,30.420067584686915,0.0,0.0,0.8,46.24263902991456,15.802298629127975,0.0,86.38272093051602,0.0,0.0,0.0,0.0,10.03373341156848,0.2,29.336891585600753,0.0,75.61116530041684,79,0,11,58.077081365703876,27,2,17650064,114.17,54,79,68,22,52,46,69,30304,0,0,0.0,0,0.0,5,0,74.72893489869202,81.2025039050638,29.421779709416484,3,6.736163842800313,0.0,14.414426867618403,57.58631179981436,105.97,94.42417523018443,58.32237563543979,35.23330687750398,2.2,0.4,0.02,0.01,0.0,0.0,0.0,0.0
54.48831829968969,12.88605654663202,0.0,55.9682405823448,0.8,0.02,0.0,0.03,0.0,0.0,61.434629997963086,0.6,34.47021787677881,54.1045599554965,0.0,0.0,0.8,39.68196917675796,8.680861614365021,0.0,61.15250777298431,0.0,0.0,0.0,0.0,81.90517657862706,0.0,1.181363717146544,1.6,22.40343969920071,66,0,77,50.38846280615423,48,3,17693448,114.51,87,70,38,53,4,36,87,30304,0,0,0.0,0,0.0,9,26,87.97745721007132,53.86089104082208,27.893121765987907,3,92.50265553488597,0.0,97.1770233430873,17.95918440870604,130.64,4.684355398883233,54.91201046414588,76.49669015051145,0.8,0.8,0.28,0.19,0.0,0.0,0.0,0.0
42.36547993389047,39.26756765470943,0.0,77.34555444490306,0.08,0.0,0.0,0.03,0.0,0.0,22.149017880295773,12.8,72.43335638753197,30.072690578464023,0.0,0.0,0.8,43.32648235004933,19.24470136033619,0.0,61.25841045192504,0.0,0.0,0.0,0.0,96.54538957507879,0.0,9.402388051642841,0.0,21.169364161314274,75,0,13,1.486623439557122,56,4,17691208,114.81,57,97,46,31,3,82,90,30304,0,0,0.0,0,0.0,9,95,49.27147538324036,9.045054527579033,81.21022889603225,6,8.669322076665843,1.6,83.71669270406248,83.91529002772216,97.27,64.56876799033917,48.40056035687779,66.65101226486114,0.6,2.4,0.04,0.03,0.0,0.0,0.0,0.0
64.58941130666561,95.64057227959488,0.0,45.64095653390666,0.05,0.0,0.0,0.0,0.0,0.0,4.425197131526959,0.2,48.8433087935833,73.832475679861,0.0,0.0,0.8,24.3712226106518,85.24443864977455,0.0,44.96468988194058,0.0,0.0,0.0,0.0,34.632765008584485,0.0,85.18839291320732,1.6,68.42730451542361,4,0,21,11.595989182877487,39,5,17625212,114.28,78,34,10,24,66,42,20,30304,0,0,0.0,0,0.0,9,5,56.16771527188963,13.083304160113018,28.775064460174903,3,54.82887421678115,0.0,95.37167819955586,62.83206385894774,97.27,64.1712385653931,56.05120362633856,11.622846570992863,0.4,2.6,0.26,0.02,0.0,0.0,0.0,0.0
43.75872112626925,18.713089175084473,0.0,15.336887785934572,0.28,0.0,0.0,0.03,0.0,0.0,43.12578468418982,0.2,98.01590374409925,25.93415079870255,0.0,0.0,0.8,13.604334237850612,2.4522649262932905,0.0,2.761404496330544,0.0,0.0,0.0,0.0,55.46435845852176,0.0,77.58148477628191,1.6,78.06391567523404,71,0,95,61.20470132978896,28,6,17691208,114.28,46,40,31,95,2,15,71,30304,0,0,0.0,0,0.0,7,44,79.6897569279368,81.54819134464869,7.39579021218807,1,79.05935071344618,0.0,1.0113373284270533,63.61839480944177,130.64,41.470891950557245,30.100269718061845,77.38869725036508,0.4,2.6,0.03,0.04,0.0,0.0,0.0,0.0
89.17730007820798,90.3983954928237,0.0,19.959614212011434,0.03,0.0,0.0,0.05,0.0,0.0,67.26271392574618,21.2,42.261007383104854,96.40203904338944,0.0,0.0,0.0,27.566532791988564,43.1617250286856,0.0,29.918021946326245,0.0,0.0,0.0,0.0,58.30706027877518,0.0,73.79934794637974,1.6,88.63647883097012,81,0,16,28.09349920580779,14,7,17576088,114.87,32,1,20,40,5,40,66,30304,0,0,0.0,0,0.0,5,35,87.12095485621896,36.93738904590089,6.798269358489328,1,28.783855660346134,1.6,19.73217766846306,45.08573386770565,97.27,62.71447039137846,91.43845908986525,46.134806907210915,0.0,0.2,0.0,0.18,0.0,0.0,0.0,0.0
96.36627605010293,54.38059500773264,0.0,43.29842062811807,1.93,0.0,0.0,0.03,0.0,0.0,82.84804905178515,2.2,32.66352296260078,66.19487321735315,0.0,0.0,0.0,23.958003924390916,80.09363887030906,0.0,6.36977185007408,0.0,0.0,0.0,0.0,80.16209188013812,0.2,68.92962031094358,0.0,44.8313688960427,83,0,52,2.237481953300291,30,8,17650064,114.39,9,78,92,6,50,0,16,30304,0,0,0.0,0,0.0,6,70,76.37300020077149,60.26409672987921,14.941351938493842,5,50.09427803010779,0.0,86.47851486365778,50.19942321668719,105.97,38.98722734959452,85.09375707648678,32.65198051868844,2.2,0.8,0.03,0.21,0.0,0.0,0.0,0.0
38.34415188257777,45.69114216457658,0.0,52.82340891785358,0.28,0.02,0.0,0.05,0.0,0.0,85.26890057422693,33.8,82.16719344295682,6.877784768384377,0.0,0.0,0.8,73.42962025844497,10.025820452739008,0.0,43.778524885975315,0.0,0.0,0.0,0.0,15.183827386157544,0.0,7.453008397307914,0.0,71.62960923749074,64,0,67,88.94608917616195,31,9,17626088,114.74,96,24,7,65,53,12,91,30304,0,0,0.0,0,0.0,7,82,25.89966473982016,29.17116275648155,39.419190046242356,6,64.2564230490692,0.0,86.61123983802062,97.06256146830323,95.61,98.69979978146415,50.077806433385256,37.38908561256608,0.0,2.4,0.05,0.04,0.0,0.0,0.0,0.0
